Incident ID,Offence Code,CR Number,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Place,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Police District Number
201228098,2303,190008712,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910,Retail - Mall,8600,,COLESVILLE,,RD,2/23/2019 15:22,,3D
201228098,3550,190008712,1,Crime Against Society,Drug Equipment Violations,DRUGS - NARCOTIC EQUIP - POSSESS,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910,Retail - Mall,8600,,COLESVILLE,,RD,2/23/2019 15:22,,3D
201228099,2303,190008721,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877,Retail - Department/Discount Store,700,,RUSSELL,,AVE,2/23/2019 16:57,2/23/2019 17:07,6D
201228100,2303,190008608,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,600 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,Grocery/Supermarket,600,,UNIVERSITY,E,BLV,2/22/2019 22:00,2/22/2019 22:00,3D
201228101,2411,190008730,1,Crime Against Society,All Other Offenses,UNAUTHORIZED USE OF VEHICLE (INCLUDES JOY RIDING),MONTGOMERY VILLAGE,800 BLK  QUINCE ORCHARD BLV,GAITHERSBURG,MD,20878,Residence - Apartment/Condo,800,,QUINCE ORCHARD,,BLV,2/23/2019 3:00,,6D
201228102,9201,190008725,1,Other,All Other Offenses,OVERDOSE,ROCKVILLE,1600 BLK E JEFFERSON ST,ROCKVILLE,MD,20852,Residence - Apartment/Condo,1600,E,JEFFERSON,,ST,2/23/2019 17:20,2/23/2019 18:00,1D
201228103,2303,190008727,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Retail - Department/Discount Store,20900,,FREDERICK,,RD,2/23/2019 18:03,,5D
201228104,9199,190008717,1,Other,All Other Offenses,POLICE INFORMATION,SILVER SPRING,10200 BLK  COLESVILLE RD,SILVER SPRING,MD,20901,Residence - Single Family,10200,,COLESVILLE,,RD,2/23/2019 16:11,,3D
201228105,2699,190008584,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),SILVER SPRING,2000 BLK  GATEWOOD PL,SILVER SPRING,MD,20903,Residence - Single Family,2000,,GATEWOOD,,PL,2/22/2019 14:00,,3D
201228106,5404,190008713,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,19800 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Street - In vehicle,19800,,FREDERICK,,RD,2/23/2019 14:59,,5D
201228107,2699,190008733,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),BETHESDA,8700 BLK  PRESTON PL,CHEVY CHASE,MD,20815,Other/Unknown,8700,,PRESTON,,PL,2/23/2019 15:00,,2D
201228108,1399,190008635,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,1  BLK E DEER PARK DR,GAITHERSBURG,MD,20877,Parking Lot - Residential,1,E,DEER PARK,,DR,2/23/2019 0:16,,6D
201228109,5404,190008639,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,,DAMASCUS,MD,20872,Street - In vehicle,,,WOODFIELD,,RD,2/23/2019 0:32,,5D
201228110,9105,190008740,1,Other,All Other Offenses,LOST PROPERTY,GERMANTOWN,21000 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Retail - Other,21000,,FREDERICK,,RD,2/21/2019 15:00,2/21/2019 20:00,5D
201228111,2303,190008737,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,SILVER SPRING,800 BLK  WAYNE AVE,SILVER SPRING,MD,20910,Grocery/Supermarket,800,,WAYNE,,AVE,2/23/2019 18:54,2/23/2019 19:30,3D
201228113,4199,190008627,1,Crime Against Society,Liquor Law Violations,LIQUOR (DESCRIBE OFFENSE),SILVER SPRING,900 BLK  BONIFANT ST,SILVER SPRING,MD,20910,Bar/Night Club,900,,BONIFANT,,ST,2/22/2019 23:30,2/23/2019 0:05,3D
201228114,5404,190008638,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,SILVER SPRING,MD,20902,Street - In vehicle,,,UNIVERSITY,W,BLV,2/23/2019 0:19,,4D
201228115,1308,190008665,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - PUB OFF-OTHER WEAPON,GERMANTOWN,19700 BLK  GERMANTOWN RD,GERMANTOWN,MD,20874,Street - Other,19700,,GERMANTOWN,,RD,2/23/2019 2:41,,5D
201228116,5404,190008616,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,3800 BLK  BEL PRE RD,SILVER SPRING,MD,20906,Street - In vehicle,3800,,BEL PRE,,RD,2/22/2019 21:40,,4D
201228117,5404,190008732,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,600 BLK W DIAMOND AVE,GAITHERSBURG,MD,20878,Street - In vehicle,600,W,DIAMOND,,AVE,2/23/2019 18:20,,6D
201228118,9199,190008716,1,Other,All Other Offenses,POLICE INFORMATION,ROCKVILLE,,ROCKVILLE,MD,20850,Street - Commercial,,W,GUDE,,DR,2/23/2019 15:56,,1D
201228119,1399,190008729,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,ROCKVILLE,200 BLK N WASHINGTON ST,ROCKVILLE,MD,20850,Parking Garage - Commercial,200,N,WASHINGTON,,ST,2/23/2019 17:31,,1D
201228120,5404,190008618,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,8000 BLK  SNOUFFER SCHOOL RD,GAITHERSBURG,MD,20879,Street - In vehicle,8000,,SNOUFFER SCHOOL,,RD,2/22/2019 22:29,2/23/2019 0:45,6D
201228121,5404,190008668,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - In vehicle,,,RUSSELL,,AVE,2/23/2019 4:15,,6D
201228122,9199,190008746,1,Other,All Other Offenses,POLICE INFORMATION,GERMANTOWN,11400 BLK  STONEY POINT PL,GERMANTOWN,MD,20876,Parking Lot - Residential,11400,,STONEY POINT,,PL,2/23/2019 20:29,,5D
201228123,3562,190008747,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,,SILVER SPRING,MD,20902,Street - In vehicle,,,FERN,,ST,2/23/2019 21:08,2/23/2019 21:45,4D
201228124,9107,190008742,1,Other,All Other Offenses,MISSING PERSON,ROCKVILLE,300 BLK  CRABB AVE,ROCKVILLE,MD,20850,Residence - Single Family,300,,CRABB,,AVE,2/23/2019 18:17,,1D
201228125,9105,190008750,1,Other,All Other Offenses,LOST PROPERTY,GERMANTOWN,19700 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Grocery/Supermarket,19700,,FREDERICK,,RD,2/23/2019 18:20,2/23/2019 18:30,5D
201228126,5007,190008596,1,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - OBSTRUCTING COURT ORDER,SILVER SPRING,100 BLK  CROYDON CT,SILVER SPRING,MD,20901,Residence - Apartment/Condo,100,,CROYDON,,CT,2/22/2019 20:44,,3D
201228127,1302,190008622,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON,GERMANTOWN,12000 BLK  CHESTNUT GLEN RD,CLARKSBURG,MD,20871,Residence -Townhouse/Duplex,12000,,CHESTNUT GLEN,,RD,2/22/2019 0:00,,5D
201228128,5404,190008448,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,SILVER SPRING,MD,20902,Street - Commercial,,,ELKIN,,ST,2/22/2019 0:50,,4D
201228129,1399,190008728,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,1500 BLK  FOREST GLEN RD,SILVER SPRING,MD,20910,Other/Unknown,1500,,FOREST GLEN,,RD,2/22/2019 19:00,,3D
201228130,5404,190008619,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,,SILVER SPRING,MD,20904,Street - In vehicle,,,CHERRY HILL,,RD,2/22/2019 22:29,2/22/2019 22:30,3D
201228131,2999,190008493,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),SILVER SPRING,12400 BLK  BORGES AVE,SILVER SPRING,MD,20904,Residence - Yard,12400,,BORGES,,AVE,2/22/2019 10:18,2/22/2019 11:00,3D
201228132,2305,190008723,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,1400 BLK  HAMPSHIRE WEST CT,SILVER SPRING,MD,20903,Parking Lot - Residential,1400,,HAMPSHIRE WEST,,CT,2/23/2019 16:00,2/23/2019 17:04,3D
201228133,5403,190008722,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE DRUGS,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - In vehicle,,N,FREDERICK,,AVE,2/23/2019 16:46,,6D
201228133,5404,190008722,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - In vehicle,,N,FREDERICK,,AVE,2/23/2019 16:46,,6D
201228133,3522,190008722,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - OPIUM OR DERIVATIVE - POSSESS,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20879,Street - In vehicle,,N,FREDERICK,,AVE,2/23/2019 16:46,,6D
201228134,2699,190008754,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),WHEATON,13300 BLK  ARCTIC AVE,ROCKVILLE,MD,20853,School/College - DO NOT USE,13300,,ARCTIC,,AVE,2/14/2019 21:53,2/23/2019 0:00,4D
201228135,9099,190008666,1,Crime Against Society,All Other Offenses,ALL OTHER OFFENSES,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20877,Street - In vehicle,,,MIDCOUNTY,,HWY,2/23/2019 4:11,,6D
201228136,5404,190008660,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,,GERMANTOWN,MD,20876,Street - In vehicle,,,FREDERICK,,RD,2/23/2019 3:19,,5D
201228137,4104,190008623,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,WHEATON,,SILVER SPRING,MD,20906,Street - In vehicle,,,GEORGIA,,AVE,2/22/2019 22:45,,4D
201228137,5404,190008623,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,SILVER SPRING,MD,20906,Street - In vehicle,,,GEORGIA,,AVE,2/22/2019 22:45,,4D
201228138,5404,190008658,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,SILVER SPRING,MD,20906,Street - In vehicle,,,GEORGIA,,AVE,2/23/2019 3:00,,4D
201228139,5404,190008648,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20877,Street - In vehicle,,,MUNCASTER MILL,,RD,2/23/2019 1:11,2/23/2019 2:56,6D
201228140,5404,190008450,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,,SILVER SPRING,MD,20910,Street - In vehicle,,,SILVER SPRING,,AVE,2/22/2019 1:33,,3D
201228141,4199,190008634,1,Crime Against Society,Liquor Law Violations,LIQUOR (DESCRIBE OFFENSE),SILVER SPRING,,SILVER SPRING,MD,20910,Street - In vehicle,,,COLESVILLE,,RD,2/22/2019 23:55,,3D
201228142,5404,190008644,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,,SILVER SPRING,MD,20910,Street - In vehicle,,,GEORGIA,,AVE,2/23/2019 1:01,,3D
201228143,5404,190008662,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,,SILVER SPRING,MD,20910,Street - In vehicle,,,BONIFANT,,ST,2/23/2019 3:05,,3D
201228144,5404,190008768,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,ROCKVILLE,,ROCKVILLE,MD,20850,Street - In vehicle,,W,MONTGOMERY,,AVE,2/24/2019 0:02,2/24/2019 1:30,1D
201228145,5707,190008761,1,Crime Against Society,Trespass of Real Property,TRESPASSING,GERMANTOWN,19900 BLK  CENTURY BLV,GERMANTOWN,MD,20874,Restaurant,19900,,CENTURY,,BLV,2/23/2019 23:38,,5D
201228145,1399,190008761,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,GERMANTOWN,19900 BLK  CENTURY BLV,GERMANTOWN,MD,20874,Restaurant,19900,,CENTURY,,BLV,2/23/2019 23:38,,5D
201228147,5404,190008758,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,12900 BLK  MIDDLEBROOK RD,GERMANTOWN,MD,20874,Street - In vehicle,12900,,MIDDLEBROOK,,RD,2/23/2019 22:49,,5D
201228148,5016,190007811,1,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - VIOLATION OF A COURT ORDER,SILVER SPRING,9700 BLK  BELVEDERE PL,SILVER SPRING,MD,20910,Residence - Single Family,9700,,BELVEDERE,,PL,2/18/2019 2:32,2/18/2019 2:32,3D
201228149,5404,190008755,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20877,Street - In vehicle,,S,FREDERICK,,AVE,2/23/2019 22:18,,6D
201228149,4801,190008755,1,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - RESISTING OFFICER,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20877,Parking Lot - School,,S,FREDERICK,,AVE,2/23/2019 22:18,,6D
201228150,9112,190008628,1,Other,All Other Offenses,MENTAL TRANSPORT - ONLY,GERMANTOWN,13000 BLK  SHAMROCK GLEN DR,GERMANTOWN,MD,20874,Residence -Townhouse/Duplex,13000,,SHAMROCK GLEN,,DR,2/22/2019 23:06,,5D
201228151,3562,190008773,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,WHEATON,2600 BLK  UNIVERSITY BLV W,SILVER SPRING,MD,20902,Street - In vehicle,2600,,UNIVERSITY,W,BLV,2/24/2019 2:10,2/24/2019 2:30,4D
201228152,5311,190008770,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,SILVER SPRING,1700 BLK  JANUARY DR,SILVER SPRING,MD,20904,Residence - Apartment/Condo,1700,,JANUARY,,DR,2/24/2019 1:23,2/24/2019 1:23,3D
201228153,5404,190008756,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,GERMANTOWN,15300 BLK  BARNESVILLE RD,BOYDS,MD,20841,Street - In vehicle,15300,,BARNESVILLE,,RD,2/23/2019 22:18,,5D
201228154,5404,190008775,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,ROCKVILLE,,ROCKVILLE,MD,20850,Street - In vehicle,,,HUNGERFORD,,DR,2/24/2019 2:05,2/24/2019 3:35,1D
201228155,9107,190008776,1,Other,All Other Offenses,MISSING PERSON,WHEATON,2400 BLK  JONES LA,SILVER SPRING,MD,20902,Residence -Townhouse/Duplex,2400,,JONES,,LA,2/24/2019 2:11,,4D
201228156,1313,190008607,1,Crime Against Person,Simple Assault,ASSAULT - SIMPLE,ROCKVILLE,16600 BLK  CRABBS BRANCH WAY,DERWOOD,MD,20855,Street - Residential,16600,,CRABBS BRANCH,,WAY,2/22/2019 20:55,2/22/2019 21:01,1D
201228157,5707,190008767,1,Crime Against Society,Trespass of Real Property,TRESPASSING,SILVER SPRING,11200 BLK  LOCKWOOD DR,SILVER SPRING,MD,20901,Residence - Apartment/Condo,11200,,LOCKWOOD,,DR,2/24/2019 0:01,,3D
201228158,1399,190008782,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,SILVER SPRING,8300 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,Bar/Night Club,8300,,GEORGIA,,AVE,2/24/2019 3:00,2/24/2019 3:21,3D
201228159,9101,190008769,1,Other,All Other Offenses,SUDDEN DEATH,WHEATON,18100 BLK  SLADE SCHOOL RD,SANDY SPRING,MD,20860,Residence - Nursing Home,18100,,SLADE SCHOOL,,RD,2/23/2019 20:00,2/24/2019 2:30,4D
201228160,2303,190008748,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877,Retail - Department/Discount Store,700,,RUSSELL,,AVE,2/24/2019 0:00,,6D
201228161,5404,190008781,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,10300 BLK  GEORGIA AVE,SILVER SPRING,MD,20902,Street - In vehicle,10300,,GEORGIA,,AVE,2/24/2019 3:09,2/24/2019 4:45,3D
201228162,2305,190008709,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,1500 BLK  TANYARD HILL RD,GAITHERSBURG,MD,20879,Street - Residential,1500,,TANYARD HILL,,RD,2/22/2019 21:00,2/23/2019 8:00,6D
201228162,2902,190008709,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,MONTGOMERY VILLAGE,1500 BLK  TANYARD HILL RD,GAITHERSBURG,MD,20879,Street - Residential,1500,,TANYARD HILL,,RD,2/22/2019 21:00,2/23/2019 8:00,6D
201228163,5404,190008772,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,SILVER SPRING,10000 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,Street - Other,10000,,NEW HAMPSHIRE,,AVE,2/24/2019 1:40,2/24/2019 1:40,3D
201228164,9101,190008794,1,Other,All Other Offenses,SUDDEN DEATH,BETHESDA,1  BLK  PEPPERELL CT,BETHESDA,MD,20817,Residence - Single Family,1,,PEPPERELL,,CT,2/24/2019 7:37,2/24/2019 7:45,2D
201228165,9107,190008795,1,Other,All Other Offenses,MISSING PERSON,ROCKVILLE,300 BLK  CONGRESSIONAL LA,ROCKVILLE,MD,20852,Residence - Apartment/Condo,300,,CONGRESSIONAL,,LA,2/24/2019 2:00,2/24/2019 8:21,1D
201228166,5404,190008789,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,WHEATON,,OLNEY,MD,20832,Street - In vehicle,,,GEORGIA,,AVE,2/24/2019 5:40,2/24/2019 7:52,4D
201228167,2305,190008796,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,800 BLK  EASLEY ST,SILVER SPRING,MD,20910,Parking Lot - County,800,,EASLEY,,ST,2/24/2019 7:57,,3D
201228168,9108,190008797,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,ROCKVILLE,13000 BLK  ATLANTIC AVE,ROCKVILLE,MD,20851,Parking Lot - Other,13000,,ATLANTIC,,AVE,2/24/2019 8:03,2/24/2019 8:30,1D
201228169,2610,190008490,1,Crime Against Property,Identity Theft,IDENTITY THEFT,MONTGOMERY VILLAGE,1  BLK  PLUM GROVE WAY,GAITHERSBURG,MD,20878,Residence -Townhouse/Duplex,1,,PLUM GROVE,,WAY,2/1/2019 11:08,2/1/2019 0:00,6D
201228170,2699,190008685,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),WHEATON,14500 BLK  MYER TER,ROCKVILLE,MD,20853,Residence - Single Family,14500,,MYER,,TER,2/23/2019 9:36,2/23/2019 10:55,4D
201228171,1103,190008700,1,Crime Against Person,Forcible Rape,RAPE - STRONG-ARM,BETHESDA,7700 BLK  NORFOLK AVE,BETHESDA,MD,20814,Residence - Apartment/Condo,7700,,NORFOLK,,AVE,2/23/2019 1:30,,2D
201228172,3562,190007675,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,900 BLK  BONIFANT ST,SILVER SPRING,MD,20910,Street - Commercial,900,,BONIFANT,,ST,2/17/2019 2:00,2/17/2019 2:00,3D
201228173,3562,190008793,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,SILVER SPRING,,SILVER SPRING,MD,20910,Street - Residential,,,COLESVILLE,,RD,2/24/2019 6:54,,3D
201228174,5016,190008699,1,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - VIOLATION OF A COURT ORDER,WHEATON,15200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,Church/Synagogue/Temple,15200,,NEW HAMPSHIRE,,AVE,2/23/2019 12:15,,4D
201228175,2699,190008799,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD (DESCRIBE OFFENSE),BETHESDA,4700 BLK  MACON RD,ROCKVILLE,MD,20852,Other/Unknown,4700,,MACON,,RD,2/22/2019 11:00,,2D
201228176,2399,190008800,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),GERMANTOWN,19400 BLK  BUCKINGHAM WAY,GERMANTOWN,MD,20874,Other/Unknown,19400,,BUCKINGHAM,,WAY,2/23/2019 21:30,2/24/2019 9:30,5D
201228177,2305,190008806,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,4500 BLK  SLEAFORD RD,BETHESDA,MD,20814,Residence - Driveway,4500,,SLEAFORD,,RD,2/23/2019 20:00,2/24/2019 10:30,2D
201228178,2499,190008802,1,Crime Against Property,Motor Vehicle Theft,STOLEN VEHICLE (DESCRIBE OFFENSE),SILVER SPRING,300 BLK  SOUTHAMPTON DR,SILVER SPRING,MD,20903,Parking Lot - Residential,300,,SOUTHAMPTON,,DR,2/24/2019 10:15,,3D
201228179,2999,190008811,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY (DESCRIBE OFFENSE),CITY OF TAKOMA PARK,7200 BLK  CENTRAL AVE,TAKOMA PARK,MD,20912,Street - Residential,7200,,CENTRAL,,AVE,2/23/2019 21:00,2/24/2019 10:00,8D
201228180,2605,190008810,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,MONTGOMERY VILLAGE,200 BLK  OAKTON RD,GAITHERSBURG,MD,20877,Other/Unknown,200,,OAKTON,,RD,2/22/2019 23:30,2/24/2019 11:00,6D
201228182,2901,190008815,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS,ROCKVILLE,12300 BLK  PARKLAWN DR,ROCKVILLE,MD,20852,Auto Dealership,12300,,PARKLAWN,,DR,2/23/2019 18:00,2/24/2019 12:08,1D
201228182,2304,190008815,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,ROCKVILLE,12300 BLK  PARKLAWN DR,ROCKVILLE,MD,20852,Auto Dealership,12300,,PARKLAWN,,DR,2/23/2019 18:00,2/24/2019 12:08,1D
201228183,1313,190008809,1,Crime Against Person,Simple Assault,ASSAULT - SIMPLE,GERMANTOWN,13300 BLK  KILMARNOCK WAY,GERMANTOWN,MD,20874,Residence - Apartment/Condo,13300,,KILMARNOCK,,WAY,2/24/2019 11:41,,5D
201228184,9021,190008816,1,Not a Crime,Runaway,JUVENILE - RUNAWAY,SILVER SPRING,10200 BLK  LORAIN AVE,SILVER SPRING,MD,20901,Residence - Single Family,10200,,LORAIN,,AVE,2/24/2019 11:50,,3D
201228185,2308,190008803,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,GERMANTOWN,23100 BLK  TIMBER CREEK LA,CLARKSBURG,MD,20871,Bar/Night Club,23100,,TIMBER CREEK,,LA,2/24/2019 1:40,2/24/2019 2:10,5D
201228186,2304,190008817,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,SILVER SPRING,13100 BLK  CONDUCTOR WAY,SILVER SPRING,MD,20904,Parking Lot - Residential,13100,,CONDUCTOR,,WAY,2/23/2019 21:00,2/24/2019 11:30,3D
201228187,5707,190008801,1,Crime Against Society,Trespass of Real Property,TRESPASSING,SILVER SPRING,8400 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,Convenience Store,8400,,GEORGIA,,AVE,2/24/2019 10:30,2/24/2019 11:00,3D
201228187,5311,190008801,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,SILVER SPRING,8400 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,Convenience Store,8400,,GEORGIA,,AVE,2/24/2019 10:30,2/24/2019 11:00,3D
201228188,2305,190008818,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,9700 BLK  MONTAUK AVE,BETHESDA,MD,20817,Street - Residential,9700,,MONTAUK,,AVE,2/21/2019 22:00,2/24/2019 12:30,2D
201228190,2902,190008822,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,SILVER SPRING,11300 BLK  COLUMBIA PIK,SILVER SPRING,MD,20904,Parking Lot - Residential,11300,,COLUMBIA,,PIK,2/23/2019 22:00,2/24/2019 12:00,3D
201228191,9199,190008825,1,Other,All Other Offenses,POLICE INFORMATION,GERMANTOWN,22300 BLK  BERTIE FARM CT,GAITHERSBURG,MD,20882,Residence - Single Family,22300,,BERTIE FARM,,CT,2/24/2019 13:00,2/24/2019 13:50,5D
201228192,9107,190008804,1,Other,All Other Offenses,MISSING PERSON,SILVER SPRING,1000 BLK  MILESTONE DR,SILVER SPRING,MD,20904,Street - Other,1000,,MILESTONE,,DR,2/24/2019 14:33,,3D
201228193,5311,190008828,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,SILVER SPRING,900 BLK  WAYNE AVE,SILVER SPRING,MD,20910,Library,900,,WAYNE,,AVE,2/24/2019 13:16,,3D
201228194,2605,190008829,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,SILVER SPRING,10300 BLK  INWOOD AVE,SILVER SPRING,MD,20902,Other/Unknown,10300,,INWOOD,,AVE,2/15/2019 12:00,2/24/2019 14:15,3D
201228195,1399,190008820,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,GERMANTOWN,19500 BLK  FREDERICK RD,GERMANTOWN,MD,20876,Residence - Mobile Home,19500,,FREDERICK,,RD,2/24/2019 11:30,,5D
201228196,2304,190008830,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,GERMANTOWN,11600 BLK  DRUMCASTLE TER,GERMANTOWN,MD,20876,Parking Lot - Rec Center,11600,,DRUMCASTLE,,TER,2/22/2019 14:00,2/24/2019 14:15,5D
